Date,S&P500,Industrials,Health Care,Information Technology,Consumer Discretionary,Utilities,Financials,Materials,Real Estate,Consumer Staples,Energy,Telecommunication Services
2009-09-30,30.231292393244505,31.15254758837772,36.00701700835422,29.00960595982142,26.936307978120972,23.48081234523809,31.021926174863385,36.67030421428572,28.475471529761904,26.62614178341013,35.82016869217687,18.486938499999997
2009-10-31,31.071824311323684,31.418956817760954,36.325112791068584,30.425283404119316,27.69625197727273,23.52223408441559,32.507862956060606,36.750145747933885,28.731088053977277,27.492199856304985,38.53977430844156,18.56178823863636
2009-11-30,31.64005613477884,32.170174395000004,37.68465543157895,31.164093225494494,28.54826439927272,23.59126797678572,32.048495770833334,37.208093684090905,29.588853174999997,28.15569513548387,38.46326701785714,18.663659925
2009-12-31,32.80191311293932,33.40795416212122,39.591282326156296,32.63664734083917,29.769303649090908,25.37481399188312,31.855836565909097,38.52164767975207,31.801721292613628,28.51260091348974,38.783659767857145,20.41313106818182
2010-01-31,33.28036305379247,34.19038838070175,41.008216110803325,32.57478922280702,30.108728360226234,25.07948482142857,32.20984686533483,38.4752648708134,31.889191439144735,28.5424245976231,40.94717766541353,20.00794964473684
2010-02-28,32.4726560094728,33.650210056140345,40.85473974053555,30.863771808657738,29.885123952216077,24.013511770676697,31.134924472821393,36.452349000000005,31.13012773519737,28.564750993208822,39.60078634774436,19.182554131578947
2010-03-31,34.73307288733052,36.53475685,43.19315544088481,32.815234082943135,32.738742078375296,24.564343917701855,33.647840779757665,38.36565607114625,34.564937230978266,29.864061347826087,40.79947381521739,20.303004739130433
2010-04-30,36.308078689491495,38.6218522547619,44.028237548036756,33.92457822444224,35.57845286779448,25.013439102040817,35.13543657142857,39.31946236024845,36.646618955357134,30.369314098310294,42.98207288095237,20.583176119047618
2010-05-31,34.61800860505487,36.97340070083333,42.26703052456141,32.00680601700854,34.20876712894737,24.329822562500006,32.3376203,37.179688808695644,36.5074161671875,29.677379764516132,39.94472581071427,18.778977349999998
2010-06-30,33.63303496606818,35.53756507954545,41.600197214513564,31.44901370026896,32.861892225478485,24.139344886363638,30.650307437683296,35.84312324110672,35.749592661931814,29.39468526392962,39.196229889610386,18.496730647727272
2010-07-31,33.46583992100962,35.353705706349224,40.58409267502088,31.632372892113086,32.32875907769422,25.09044505442177,30.525902354070656,36.0218854968944,35.897839867559526,29.676119066052227,38.50441021258503,18.40000398809524
2010-08-31,34.10424405823252,36.16637982348485,40.399542071770334,32.09029668181818,34.00252826315789,25.923040245129865,30.401494605571855,36.892805171936764,37.61491199857955,29.66610865835777,38.76006319155845,19.398000579545453
2010-09-30,35.50605593341491,37.65262038730158,41.40304120300752,33.368094421978014,36.633549493107786,26.5343587329932,31.386448771889395,38.42106700828157,39.345125854166675,30.476797685099847,39.778885255102054,20.113400678571427
2010-10-31,37.354432291028,39.85122245079365,42.96363222723476,36.28375329166666,39.21205968107769,26.94663383843537,32.50780036789554,40.28337388405797,39.76125040476192,31.37387188786483,42.92228152210883,20.40387966666667
2010-11-30,38.64353106660819,41.05291346825397,43.84164080451128,37.68249825494506,41.93891721374458,26.70512904761905,33.36250528494625,41.88149777846792,39.71246596130952,31.473022827957,46.26626730612245,21.16104411904762
2010-12-31,40.4185180757807,43.55514880227271,45.641622696969684,39.54337446022728,43.753625852420306,26.699511623376626,35.22798327094679,44.344649041501974,39.91389225142044,32.334535259530796,50.067036337662344,21.901609863636363
2011-01-31,41.50333591452989,44.66826903934425,47.61709063070175,40.71364233749999,43.65835108116883,27.22486292857143,36.66781776048388,45.20089361521739,41.22455712500001,32.55465707419355,52.927675044642854,22.847618287499998
2011-02-28,43.009179626753465,46.16409883692838,49.703609798707284,42.02590052384868,45.278706930963786,27.41397281390977,37.83294249660442,46.52550746224256,43.08937477796052,33.10700694057725,55.91326401451906,23.25282148684211
2011-03-31,42.684216595951014,45.7142660071276,50.00921591974323,39.97377262541807,45.479125944099366,27.399576756211182,37.03647365778402,45.66911395274102,42.777388555706516,33.6352099312763,57.10947925637182,23.31295164130435
2011-04-30,44.20928628491602,47.12373658606556,52.8194228137931,40.87846240781251,47.845400144155846,27.867714958928563,37.6143929364601,47.61729169130437,44.703105493749995,34.87705743387097,58.00768292068967,24.7947857
2011-05-31,44.67455120830796,47.10976167291178,55.1744459228243,40.98156654017857,48.88554642733456,29.17362152721089,37.07195590860216,47.01606275983437,46.42569634374999,36.03833351766512,54.916624988505745,26.323744488095237
2011-06-30,43.18792891003668,45.108466094634885,54.02035271238248,39.072692741477276,47.46348953305782,28.689084012987017,35.192610893695004,45.64101384387351,45.69363663636364,35.42784967741935,52.004005372424245,27.037930988636365
2011-07-31,44.75776031815288,46.25224720491803,55.44658519482757,40.78935350546874,50.60282111753247,29.130040521428572,35.37848194838711,46.892611465217385,47.7605169234375,35.988175870967744,55.19962061833333,27.644511762500002
